,DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
0,2020-05-17 00:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
1,2020-05-17 00:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
2,2020-05-17 00:15:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
3,2020-05-17 00:15:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7615537.0
4,2020-05-17 00:15:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7172021.0
5,2020-05-17 00:15:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7219380.0
6,2020-05-17 00:15:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7041430.0
7,2020-05-17 00:15:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7192732.0
8,2020-05-17 00:15:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
9,2020-05-17 00:15:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7110744.0
10,2020-05-17 00:15:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6284443.0
11,2020-05-17 00:15:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
12,2020-05-17 00:15:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,0.0,7190848.0
13,2020-05-17 00:15:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6197810.0
14,2020-05-17 00:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7181650.0
15,2020-05-17 00:15:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7124099.0
16,2020-05-17 00:15:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7029613.0
17,2020-05-17 00:15:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7051339.0
18,2020-05-17 00:15:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6795470.0
19,2020-05-17 00:15:00,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7020740.0
20,2020-05-17 00:15:00,4135001,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6352150.0
21,2020-05-17 00:15:00,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7128535.0
22,2020-05-17 00:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
23,2020-05-17 00:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
24,2020-05-17 00:30:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
25,2020-05-17 00:30:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7615537.0
26,2020-05-17 00:30:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7172021.0
27,2020-05-17 00:30:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7219380.0
28,2020-05-17 00:30:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7041430.0
29,2020-05-17 00:30:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7192732.0
30,2020-05-17 00:30:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
31,2020-05-17 00:30:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7110744.0
32,2020-05-17 00:30:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6284443.0
33,2020-05-17 00:30:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
34,2020-05-17 00:30:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,0.0,7190848.0
35,2020-05-17 00:30:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6197810.0
36,2020-05-17 00:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7181650.0
37,2020-05-17 00:30:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7124099.0
38,2020-05-17 00:30:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7029613.0
39,2020-05-17 00:30:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7051339.0
40,2020-05-17 00:30:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6795470.0
41,2020-05-17 00:30:00,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7020740.0
42,2020-05-17 00:30:00,4135001,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6352150.0
43,2020-05-17 00:30:00,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7128535.0
44,2020-05-17 00:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
45,2020-05-17 00:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
46,2020-05-17 00:45:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
47,2020-05-17 00:45:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7615537.0
48,2020-05-17 00:45:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7172021.0
49,2020-05-17 00:45:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7219380.0
50,2020-05-17 00:45:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7041430.0
51,2020-05-17 00:45:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7192732.0
52,2020-05-17 00:45:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
53,2020-05-17 00:45:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7110744.0
54,2020-05-17 00:45:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6284443.0
55,2020-05-17 00:45:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
56,2020-05-17 00:45:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,0.0,7190848.0
57,2020-05-17 00:45:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6197810.0
58,2020-05-17 00:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7181650.0
59,2020-05-17 00:45:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7124099.0
60,2020-05-17 00:45:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7029613.0
61,2020-05-17 00:45:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7051339.0
62,2020-05-17 00:45:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6795470.0
63,2020-05-17 00:45:00,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7020740.0
64,2020-05-17 00:45:00,4135001,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6352150.0
65,2020-05-17 00:45:00,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7128535.0
66,2020-05-17 01:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
67,2020-05-17 01:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
68,2020-05-17 01:00:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
69,2020-05-17 01:00:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7615537.0
70,2020-05-17 01:00:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7172021.0
71,2020-05-17 01:00:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7219380.0
72,2020-05-17 01:00:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7041430.0
73,2020-05-17 01:00:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7192732.0
74,2020-05-17 01:00:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
75,2020-05-17 01:00:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7110744.0
76,2020-05-17 01:00:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6284443.0
77,2020-05-17 01:00:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
78,2020-05-17 01:00:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,0.0,7190848.0
79,2020-05-17 01:00:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6197810.0
80,2020-05-17 01:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7181650.0
81,2020-05-17 01:00:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7124099.0
82,2020-05-17 01:00:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7029613.0
83,2020-05-17 01:00:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7051339.0
84,2020-05-17 01:00:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6795470.0
85,2020-05-17 01:00:00,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7020740.0
86,2020-05-17 01:00:00,4135001,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6352150.0
87,2020-05-17 01:00:00,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7128535.0
88,2020-05-17 01:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
89,2020-05-17 01:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
90,2020-05-17 01:15:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
91,2020-05-17 01:15:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7615537.0
92,2020-05-17 01:15:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7172021.0
93,2020-05-17 01:15:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7219380.0
94,2020-05-17 01:15:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7041430.0
95,2020-05-17 01:15:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7192732.0
96,2020-05-17 01:15:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
97,2020-05-17 01:15:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7110744.0
98,2020-05-17 01:15:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6284443.0
99,2020-05-17 01:15:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
100,2020-05-17 01:15:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,0.0,7190848.0
101,2020-05-17 01:15:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6197810.0
102,2020-05-17 01:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7181650.0
103,2020-05-17 01:15:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7124099.0
104,2020-05-17 01:15:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7029613.0
105,2020-05-17 01:15:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7051339.0
106,2020-05-17 01:15:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6795470.0
107,2020-05-17 01:15:00,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7020740.0
108,2020-05-17 01:15:00,4135001,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6352150.0
109,2020-05-17 01:15:00,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7128535.0
110,2020-05-17 01:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6271605.0
111,2020-05-17 01:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6196594.0
112,2020-05-17 01:30:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7000689.0
